account_index,fraud_probability,risk_tier,shap_feature_1,shap_value_1,shap_feature_2,shap_value_2,shap_feature_3,shap_value_3,shap_feature_4,shap_value_4,shap_feature_5,shap_value_5
927921,0.004925024,LOW,device_os_windows,-1.6403375,email_is_free,-0.97291934,employment_risk,-0.8186855,device_os_other,0.7748445,phone_home_valid,-0.5726686
818454,0.023766816,LOW,device_os_windows,-1.5990685,email_is_free,-1.0633914,device_os_other,0.654312,email_risk,0.5630754,payment_type_AC,-0.53548616
841974,0.008225829,LOW,device_os_windows,-1.4844146,current_address_months_count,-0.68833315,device_os_other,0.59291583,customer_age,-0.57251424,payment_type_AC,0.5483264
927292,0.013205655,LOW,email_is_free,-1.0216966,device_os_windows,-0.7714462,phone_home_valid,-0.59631765,keep_alive_session,-0.563819,email_risk,0.56353265
813562,0.0022298533,LOW,device_os_windows,-1.7501224,email_is_free,-1.0521895,device_os_other,0.8409767,current_address_months_count,-0.6064473,email_risk,0.57775116
807314,0.13388865,LOW,device_os_windows,-1.0469127,payment_type_AC,-0.5878082,payment_type_AD,0.58745503,payment_type_AB,-0.55742896,current_address_months_count,-0.43429416
819476,0.0015980372,LOW,device_os_windows,-1.6670947,employment_risk,-0.6612289,device_os_other,0.6203044,keep_alive_session,-0.61466587,phone_home_valid,-0.5624669
976166,0.027000098,LOW,device_os_windows,-1.5457841,device_os_other,0.61385524,payment_type_AC,-0.5951528,keep_alive_session,-0.5731242,customer_age,-0.4388995
809717,0.25941524,LOW,email_is_free,-1.180783,keep_alive_session,-0.9371133,device_os_windows,0.90256494,email_risk,0.55116904,payment_type_AB,0.47364184
806688,0.022366226,LOW,device_os_windows,-1.513586,email_is_free,-1.115238,device_os_other,0.6334938,email_risk,0.57463306,payment_type_AB,0.5289128
888712,0.5647731,MEDIUM,email_is_free,-1.0252533,device_os_windows,0.9601317,payment_type_AC,-0.5094779,email_risk,0.48655432,payment_type_AB,-0.446032
836159,0.009300549,LOW,device_os_windows,-1.6660346,device_os_other,0.6967925,keep_alive_session,-0.54883546,phone_home_valid,-0.49933615,payment_type_AC,-0.4532245
989662,0.029255876,LOW,has_other_cards,-0.9091273,device_os_windows,-0.79046726,customer_age,-0.58416975,payment_type_AC,-0.356216,email_risk,-0.29816443
797527,0.056217965,LOW,device_os_windows,-1.4865321,email_is_free,-0.97495943,device_os_other,0.6813465,payment_type_AC,-0.5536538,email_risk,0.5341914
997972,0.0028168114,LOW,device_os_windows,-1.6521357,current_address_months_count,-0.8147275,device_os_other,0.6517008,keep_alive_session,-0.62690467,address_stability,-0.4767714
928964,0.08789555,LOW,device_os_windows,-0.9587971,phone_home_valid,-0.68306226,payment_type_AC,0.58197886,customer_age,-0.30746788,bank_months_count,-0.27859706
893163,0.07306606,LOW,device_os_windows,-1.5458008,credit_risk_score,0.6776424,device_os_other,0.59415853,keep_alive_session,-0.5599501,payment_type_AC,-0.45195135
933074,0.009525752,LOW,device_os_windows,-0.86498755,phone_home_valid,-0.6376862,keep_alive_session,-0.63256615,current_address_months_count,-0.4390292,payment_type_AC,0.42876396
803891,0.0029192956,LOW,device_os_windows,-1.7705778,email_is_free,-0.98556215,has_other_cards,-0.7840731,device_os_other,0.7793799,current_address_months_count,-0.7339587
970493,0.029686276,LOW,device_os_windows,1.0055877,phone_home_valid,-0.8215912,keep_alive_session,-0.8131813,employment_risk,-0.6423317,payment_type_AC,0.5412757
961557,0.021228861,LOW,device_os_windows,-0.80211455,keep_alive_session,-0.6562997,payment_type_AC,-0.5945016,phone_home_valid,-0.58358467,current_address_months_count,-0.42915004
980025,0.026223928,LOW,device_os_windows,-0.84733564,keep_alive_session,-0.6679511,phone_home_valid,-0.61873436,payment_type_AC,0.4905022,current_address_months_count,-0.45469475
899486,0.047432598,LOW,device_os_windows,-1.5148314,email_is_free,-0.93373936,device_os_other,0.65827495,email_risk,0.5133834,phone_home_valid,-0.5059104
832959,0.03920342,LOW,device_os_windows,-0.9012762,phone_home_valid,-0.8290221,payment_type_AC,-0.52269775,rapid_application,0.4122041,payment_type_AB,-0.39185023
804890,0.22332247,LOW,email_is_free,-1.061086,current_address_months_count,-1.0287429,device_os_windows,0.9049154,payment_type_AC,0.82551634,customer_age,-0.68035716
881232,0.033318896,LOW,device_os_windows,-0.9923787,phone_home_valid,-0.6931717,keep_alive_session,-0.64967006,payment_type_AC,0.4994331,date_of_birth_distinct_emails_4w,0.44073546
938361,0.3013901,LOW,device_os_windows,-1.0034842,keep_alive_session,-0.701413,credit_risk_score,0.5308273,payment_type_AC,-0.50361824,current_address_months_count,0.41942966
833500,0.049257416,LOW,device_os_windows,0.8551896,keep_alive_session,-0.8532783,phone_home_valid,-0.7327539,income,-0.5635244,payment_type_AC,-0.5205549
904640,0.0011863777,LOW,device_os_windows,-1.7639294,current_address_months_count,-0.7713867,device_os_other,0.7201519,payment_type_AC,-0.6758356,keep_alive_session,-0.52775425
985112,0.0058481945,LOW,device_os_windows,-0.91428876,current_address_months_count,-0.8302607,keep_alive_session,-0.6755517,phone_home_valid,-0.5698149,payment_type_AC,0.519774
983779,0.0013965247,LOW,device_os_windows,-1.60836,has_other_cards,-1.1119668,email_is_free,-1.0260636,device_os_other,0.6955294,email_risk,0.55466294
966573,0.023897165,LOW,email_is_free,-0.9833314,device_os_windows,-0.8082759,phone_home_valid,-0.6660849,payment_type_AC,-0.5613572,email_risk,0.5547216
907401,0.0022482441,LOW,device_os_windows,-0.8934631,payment_type_AC,-0.6570051,current_address_months_count,-0.6505827,keep_alive_session,-0.6423538,phone_home_valid,-0.5254675
869743,0.02565606,LOW,has_other_cards,-1.1031681,device_os_windows,-0.85176903,keep_alive_session,-0.6420458,phone_home_valid,-0.5258403,credit_risk_score,0.42497274
862349,0.043297593,LOW,phone_home_valid,-0.92698747,device_os_windows,0.9182973,keep_alive_session,-0.8424193,payment_type_AC,-0.5913599,current_address_months_count,0.46990928
977062,0.014528286,LOW,device_os_windows,-1.6311477,email_is_free,-1.0912254,current_address_months_count,-0.8883408,device_os_other,0.6493171,email_risk,0.59993565
975618,0.04166804,LOW,email_is_free,-1.1200687,current_address_months_count,-0.90057933,device_os_windows,0.8763709,keep_alive_session,-0.69333464,email_risk,0.55811566
943404,0.0069405045,LOW,device_os_windows,-1.6540724,email_is_free,-1.0348142,device_os_other,0.7045065,email_risk,0.56270087,payment_type_AC,-0.54204834
936036,0.0104739675,LOW,device_os_windows,-0.9625177,employment_risk,-0.78301483,keep_alive_session,-0.66621023,payment_type_AC,-0.5545791,days_since_request,-0.3971019
853701,0.05410763,LOW,has_other_cards,-1.0881118,device_os_windows,-0.7911937,phone_home_valid,-0.6160768,payment_type_AC,-0.60164547,payment_type_AB,0.35864577
801584,0.2051219,LOW,email_is_free,-1.203712,device_os_windows,1.0972393,payment_type_AC,0.55456173,email_risk,0.51208663,bank_months_count,-0.29826817
905182,0.4058313,MEDIUM,email_is_free,-0.96211386,device_os_windows,0.8979934,current_address_months_count,-0.50894094,payment_type_AC,-0.5069162,email_risk,0.47650525
832473,0.08788974,LOW,email_is_free,-1.1380223,device_os_windows,0.8633447,customer_age,-0.72230554,keep_alive_session,-0.64209324,email_risk,0.5531605
987876,0.0013940671,LOW,email_is_free,-1.1624924,device_os_windows,0.8312767,keep_alive_session,-0.7131763,customer_age,-0.630351,phone_home_valid,-0.6245657
955689,0.011853673,LOW,customer_age,-1.0851563,device_os_windows,0.8877237,payment_type_AC,-0.5970671,employment_risk,-0.50382596,income,-0.47706974
909146,0.0032377911,LOW,device_os_windows,-1.686684,email_is_free,-0.92501366,device_os_other,0.65594655,phone_home_valid,-0.62446135,payment_type_AC,-0.5869934
835564,0.10477438,LOW,device_os_windows,-1.3209373,income,-0.6863769,payment_type_AC,0.59138936,device_os_other,0.54050916,current_address_months_count,0.353827
998389,0.029806962,LOW,device_os_windows,-1.4929587,email_is_free,-1.2147708,device_os_other,0.59561145,email_risk,0.59069616,keep_alive_session,-0.5067059
952698,0.0007140865,LOW,device_os_windows,-1.3621862,email_is_free,-1.1000229,device_os_macintosh,0.78847504,employment_risk,-0.6773501,current_address_months_count,-0.6271389
895984,0.78341514,HIGH,device_os_windows,1.0361599,email_is_free,-1.0299981,credit_risk_score,0.534984,payment_type_AC,0.48438165,date_of_birth_distinct_emails_4w,0.4764833
939897,0.09283913,LOW,device_os_windows,-0.9288518,keep_alive_session,-0.67499626,phone_home_valid,-0.637141,payment_type_AC,0.5580609,current_address_months_count,0.39694107
817637,0.0038401645,LOW,device_os_windows,-1.6308386,email_is_free,-1.0324037,device_os_other,0.6660733,email_risk,0.57629716,keep_alive_session,-0.5157278
798874,0.008000349,LOW,device_os_windows,-1.4909958,current_address_months_count,-0.75850296,device_os_other,0.6231392,customer_age,-0.61403435,payment_type_AC,-0.57421076
988349,0.014034129,LOW,has_other_cards,-1.0505226,device_os_windows,-1.0327476,device_os_macintosh,0.9971157,email_is_free,-0.8302275,current_address_months_count,-0.5829594
913394,0.0011511523,LOW,email_is_free,-1.0749973,device_os_windows,-0.74302197,address_stability,-0.6940126,current_address_months_count,-0.68168896,payment_type_AC,-0.59875906
844694,0.04320382,LOW,device_os_windows,-1.4715548,device_os_other,0.5870011,keep_alive_session,-0.54979974,payment_type_AC,-0.501393,customer_age,-0.32749218
930974,0.016751787,LOW,email_is_free,-1.2270857,device_os_windows,0.840328,keep_alive_session,-0.7307396,customer_age,-0.7035578,payment_type_AC,-0.6388875
992325,0.03222912,LOW,current_address_months_count,-1.0171369,device_os_windows,0.89377564,keep_alive_session,-0.78475153,customer_age,-0.7524335,payment_type_AC,-0.6336289
846648,0.017082188,LOW,device_os_windows,-1.6759127,email_is_free,-0.9051063,device_os_other,0.72592705,phone_home_valid,-0.614706,payment_type_AC,0.54314697
833102,0.01405824,LOW,has_other_cards,-1.1185905,email_is_free,-1.0683864,device_os_windows,0.7959867,keep_alive_session,-0.68275446,phone_home_valid,-0.68116426
906751,0.017415797,LOW,device_os_windows,-1.5205687,email_is_free,-1.1312325,current_address_months_count,-0.92186505,device_os_other,0.588323,email_risk,0.5808198
895752,0.03941628,LOW,device_os_windows,-1.1897625,email_is_free,-0.9818319,device_os_macintosh,0.7354131,customer_age,-0.67922896,email_risk,0.56386095
822423,0.0033520972,LOW,device_os_windows,-1.4531286,email_is_free,-1.1157371,has_other_cards,-0.92348075,device_os_other,0.6818184,email_risk,0.59313816
846462,0.0021228874,LOW,device_os_windows,-1.7057903,email_is_free,-0.9938874,has_other_cards,-0.9090385,device_os_other,0.7584959,email_risk,0.5587461
897486,0.014575845,LOW,device_os_windows,-1.3215432,email_is_free,-1.0248141,device_os_macintosh,0.8661233,email_risk,0.5652905,phone_home_valid,-0.5385886
853945,0.0941634,LOW,device_os_windows,-1.3829434,phone_home_valid,-0.69223803,device_os_other,0.6274638,payment_type_AC,0.55563325,bank_months_count,-0.2870913
952549,0.007527601,LOW,email_is_free,-1.058105,device_os_windows,-0.87977195,phone_home_valid,-0.59193045,credit_risk_score,0.5560563,email_risk,0.5441337
867148,0.0016407344,LOW,email_is_free,-0.9820824,device_os_windows,-0.78391874,customer_age,-0.6336623,address_stability,-0.6236621,phone_home_valid,-0.57170427
833572,0.002895722,LOW,email_is_free,-1.0527223,has_other_cards,-0.9760831,device_os_windows,-0.82332575,phone_home_valid,-0.6309401,current_address_months_count,-0.60545
844464,0.049259864,LOW,device_os_windows,-1.4810053,email_is_free,-1.1109034,email_risk,0.58830476,payment_type_AC,-0.58803254,device_os_other,0.5817032
964270,0.021116251,LOW,device_os_windows,-1.5334918,email_is_free,-0.9387803,keep_alive_session,-0.61065423,device_os_other,0.5676143,email_risk,0.5324544
983794,0.03234014,LOW,device_os_windows,-1.6853151,email_is_free,-0.86219376,device_os_other,0.6165496,phone_home_valid,-0.59541935,keep_alive_session,-0.5327422
834377,0.0009729281,LOW,has_other_cards,-1.1178936,device_os_windows,-0.7905793,keep_alive_session,-0.58112305,phone_home_valid,-0.5264293,customer_age,-0.48359928
897043,0.076859586,LOW,device_os_windows,-1.2233932,payment_type_AC,-0.61306274,device_os_other,0.46640128,payment_type_AB,0.38832653,housing_status_BE,-0.36938998
986728,0.032132093,LOW,has_other_cards,-1.3068497,email_is_free,-0.9628926,device_os_windows,0.79015845,phone_home_valid,-0.64940906,payment_type_AC,-0.5437544
818719,0.11293587,LOW,device_os_windows,-1.5316828,email_is_free,-1.005124,device_os_other,0.60055196,email_risk,0.55451405,keep_alive_session,-0.5345098
805546,0.003635693,LOW,has_other_cards,-1.0714798,device_os_windows,-0.7276404,payment_type_AC,-0.59574777,keep_alive_session,-0.5728248,phone_home_valid,-0.5217212
912899,0.04263844,LOW,has_other_cards,-1.5512661,current_address_months_count,-1.0831932,device_os_windows,0.8473389,credit_risk_score,0.83852404,payment_type_AC,-0.6323313
835875,0.21694152,LOW,device_os_windows,-1.4392744,device_os_other,0.5430839,payment_type_AC,-0.53425103,keep_alive_session,-0.51390225,current_address_months_count,0.42903537
999261,0.0060944706,LOW,current_address_months_count,-0.87005603,device_os_windows,-0.85950655,customer_age,-0.6947986,payment_type_AC,-0.67898446,address_stability,-0.6129013
896506,0.07329833,LOW,device_os_windows,-1.5251815,email_is_free,-1.1233951,device_os_other,0.6502878,email_risk,0.584432,keep_alive_session,-0.5468404
853081,0.026800431,LOW,email_is_free,-0.9368903,device_os_windows,-0.8118666,keep_alive_session,-0.658339,phone_home_valid,-0.59936225,email_risk,0.54770565
951141,0.045316815,LOW,device_os_windows,-1.217429,device_os_macintosh,1.1236458,email_is_free,-0.9647499,current_address_months_count,-0.85973537,payment_type_AC,-0.63204753
957840,0.007298994,LOW,device_os_windows,-0.9303088,current_address_months_count,-0.75080776,payment_type_AC,-0.65616816,keep_alive_session,-0.64280635,address_stability,-0.48760888
905188,0.070705615,LOW,email_is_free,-0.92706096,device_os_windows,-0.9008104,phone_home_valid,-0.6667766,payment_type_AC,-0.5368305,email_risk,0.48575824
976420,0.0056724143,LOW,current_address_months_count,-0.86649954,device_os_windows,-0.83177197,payment_type_AC,-0.7243763,customer_age,-0.6470644,keep_alive_session,-0.62160575
806501,0.0037665446,LOW,has_other_cards,-0.9797485,email_is_free,-0.9520232,device_os_windows,-0.7129257,keep_alive_session,-0.61053073,email_risk,0.5468015
929660,0.04050164,LOW,current_address_months_count,-0.9742664,device_os_windows,0.9717358,keep_alive_session,-0.8816332,address_stability,-0.5393166,payment_type_AC,-0.47799784
866517,0.012416673,LOW,device_os_windows,-1.5408014,has_other_cards,-1.1265497,keep_alive_session,-0.662339,device_os_other,0.6303563,payment_type_AC,0.4923825
982534,0.01052998,LOW,device_os_windows,-1.5063958,current_address_months_count,-0.595482,payment_type_AC,-0.58155066,device_os_other,0.5615836,address_stability,-0.54434836
905620,0.44584692,MEDIUM,email_is_free,-1.0190126,device_os_windows,0.946933,keep_alive_session,-0.80473226,proposed_credit_limit,0.52607846,email_risk,0.47919816
800846,0.032910105,LOW,device_os_windows,-1.4888114,email_is_free,-1.1309633,payment_type_AC,0.98220456,device_os_other,0.63743883,customer_age,-0.60884523
967039,0.002307269,LOW,has_other_cards,-1.4642498,email_is_free,-1.1716121,device_os_windows,0.7882482,keep_alive_session,-0.77996373,email_risk,0.55080473
971358,0.61851335,MEDIUM,device_os_windows,1.0812933,payment_type_AC,-0.58779806,payment_type_AB,0.3438627,email_risk,-0.32866377,customer_age,-0.3222788
842506,0.092038415,LOW,device_os_windows,-1.4521056,email_is_free,-0.91362655,device_os_other,0.6116442,keep_alive_session,-0.5363379,payment_type_AC,0.52833533
827375,0.02557414,LOW,device_os_windows,-1.5308208,device_os_other,0.5615358,keep_alive_session,-0.5272649,payment_type_AC,-0.48929366,customer_age,-0.3431498
923580,0.030267036,LOW,email_is_free,-1.0171629,device_os_windows,-0.8248119,current_address_months_count,-0.72034585,payment_type_AC,-0.5668703,email_risk,0.551217
839298,0.003689635,LOW,device_os_windows,-1.5329877,has_other_cards,-1.0869132,device_os_other,0.70001364,payment_type_AD,0.61879647,payment_type_AB,-0.5579482
931884,0.080443844,LOW,email_is_free,-0.88551724,device_os_windows,-0.83285934,phone_home_valid,-0.7015455,keep_alive_session,-0.5886942,payment_type_AC,0.55627036
982510,0.102994494,LOW,device_os_windows,-1.3975614,has_other_cards,-0.6326036,device_os_other,0.5989058,keep_alive_session,-0.54731935,payment_type_AC,-0.5262135
953518,0.6521021,MEDIUM,device_os_windows,1.0019274,phone_home_valid,-0.8722449,payment_type_AC,0.5987268,date_of_birth_distinct_emails_4w,0.44259223,email_risk,-0.26940486
983395,0.012628397,LOW,device_os_windows,-1.6952578,device_os_other,0.74210185,payment_type_AD,0.6983943,current_address_months_count,-0.68403405,payment_type_AB,-0.5916625
834652,0.019699804,LOW,has_other_cards,-1.1122291,current_address_months_count,-0.95840067,device_os_windows,0.8685215,payment_type_AC,-0.7413791,customer_age,-0.57730806
975870,0.3756379,LOW,device_os_windows,-1.5136665,device_os_other,0.5592095,payment_type_AC,-0.52888626,keep_alive_session,-0.48250815,name_email_similarity,0.4243238
815764,0.005122492,LOW,has_other_cards,-1.4280093,email_is_free,-1.1927489,device_os_windows,0.7980016,phone_home_valid,-0.69023913,payment_type_AB,-0.5383654
995527,0.003474314,LOW,email_is_free,-1.0820277,device_os_windows,-0.7932965,current_address_months_count,-0.7736782,has_other_cards,-0.7256338,customer_age,-0.63657063
832170,0.07168285,LOW,has_other_cards,-1.3114802,device_os_windows,0.9003546,date_of_birth_distinct_emails_4w,0.69814533,phone_home_valid,-0.6848787,keep_alive_session,-0.5936914
928418,0.010100288,LOW,device_os_windows,-0.83653784,keep_alive_session,-0.6237229,payment_type_AC,-0.61602,customer_age,-0.578804,income,-0.50537145
969420,0.0032654528,LOW,device_os_windows,-1.7453591,email_is_free,-1.020339,current_address_months_count,-0.73200274,device_os_other,0.7136218,employment_risk,-0.6335743
867578,0.15303154,LOW,device_os_windows,-0.92544746,phone_home_valid,-0.7087667,payment_type_AC,0.5273301,device_distinct_emails_8w,0.42063802,current_address_months_count,0.39896557
